Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Corazón de borrego,45,g,45,45,55,7.4,2.5,0.2,0,0,0,0,0,0,0,21.2,0,39.5,60,0,0,0,0,0,0,AOABG
Corazón de cordero,45,g,45,45,55,7.4,2.5,0.2,0,0,0,0,0,0,0,14.4,0,39.5,60,0,0,0,0,0,0,AOABG
Calamar,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Chipirón crudo,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Filete de calamar crudo,45,g,45,45,41,7,0.6,1.4,0,4.5,0,0,0.3,0,14.3,20.2,0,19.6,104.8,0,0,0,0,0,0,AOAMBG
Bacalao fresco,45,g,45,45,37,8,0.3,0,0,5.3,0,0,0.2,0,7.4,14.9,0,24.4,19.4,0,0,0,0,0,0,AOAMBG
Pulpo crudo,45,g,45,45,37,6.7,0.5,1,0,20.1,0,0,2.4,0,23.8,20.2,0,103.5,21.7,0,0,0,0,0,0,AOAMBG
Filete de lenguado,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Filete de merluza,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Lenguado fileteado,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Merluza fileteada,45,g,45,45,34,7.5,0.5,0,0,4.5,0,0,0.4,0,5.4,6.3,0,35.1,20.7,0,0,0,0,0,0,AOAMBG
Cuete,45,g,45,43,41,7.3,1.3,1.3,0,55.6,0,0,0.8,0,3.8,12.2,0,25.7,20.1,0,0,0,0,0,0,AOAMBG
Cuete de res,45,g,45,43,41,7.3,1.3,1.3,0,55.6,0,0,0.8,0,3.8,12.2,0,25.7,20.1,0,0,0,0,0,0,AOAMBG
Pancita de res,45,g,45,43,40,6.2,1.7,0,0,9,0,0,0.9,0,25.7,5.3,0,19.7,40.6,0,0,0,0,0,0,AOAMBG
Pavo,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,13.1,0,23.1,26,0,0,0,0,0,0,AOABG
Pavo entero,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,11.7,0,23.1,26,0,0,0,0,0,0,AOABG
Guajolote,45,g,45,36,57,7.3,2.8,0,0,0.7,0,0,0.5,0,5.3,8.2,0,23.1,26,0,0,0,0,0,0,AOABG
Corazón de pavo,40,g,40,40,58,7.3,2.8,0.3,0,0,0,0,0,0,0,2,0,35.1,46.3,0,0,0,0,0,0,AOABG
Queso panela,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,4.8,0,0,0,0,0,0,0,0,0,AOABG
Queso fresco,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,3.6,0,0,0,0,0,0,0,0,0,AOABG
Queso fresco de vaca,40,g,40,40,58,6.1,2.8,2,0,28,0,0,0.1,0,273.6,3.6,0,0,0,0,0,0,0,0,0,AOABG
Carne de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,13.2,0,32.8,26,0,0,0,0,0,0,AOABG
Lomo de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,12.8,0,32.8,26,0,0,0,0,0,0,AOABG
Lomo de cerdo en trozos,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,12.8,0,32.8,26,0,0,0,0,0,0,AOABG
Carne de cerdo molida,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Falda de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Filete de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Filete de puerco,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Milanesa de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pierna de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pierna de puerco,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Pulpa de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,11.4,0,32.8,26,0,0,0,0,0,0,AOABG
Carne molida de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,9.8,0,32.8,26,0,0,0,0,0,0,AOABG
Molida de cerdo,40,g,40,40,56,7.9,2.5,0,0,0.4,0,0,0.5,0,2.4,9.8,0,32.8,26,0,0,0,0,0,0,AOABG
Higado de pavo crudo,40,g,40,40,54,7.5,1.8,1.4,0,4793.6,0,0,12.2,0,4.4,26.8,0,56,206,0,0,0,0,0,0,AOABG
Higado de ganso crudo,40,g,40,40,53,6.5,1.7,2.5,0,3723.6,0,0,12.2,0,17.2,27.2,0,56,206,0,0,0,0,0,0,AOABG
Filete de carpa,40,g,40,40,51,7.2,2.3,0,0,3.8,0,0,0.5,0,16.5,5.6,0,19.8,26.4,0,0,0,0,0,0,AOABG
Higado de pollo crudo,40,g,40,40,48,7.2,1.6,1.4,0,1452,0,0,3.4,0,4.4,25.6,0,31.6,120,0,0,0,0,0,0,AOABG
Corazón de ternera crudo,40,g,40,40,44,6.9,1.6,0,0,0,0,0,1.7,0,2,13.3,0,30.8,41.6,0,0,0,0,0,0,AOAMBG
Abulón fresco,40,g,40,40,42,6.8,0.3,2.4,0,0.9,0,0,1.3,0,12.2,17.9,0,120.5,33.9,0,0,0,0,0,0,AOAMBG
Cangrejo de Alaska cocido,40,g,40,40,41,8.1,0.7,0,0,3.8,0,0,0.3,0,23.5,16,0,428.8,40,0,0,0,0,0,0,AOAMBG
Cangrejo de Alaska,40,g,40,40,41,8.1,0.7,0,0,2.8,0,0,0.2,0,18.4,14.6,0,334.6,40,0,0,0,0,0,0,AOAMBG
Cangrejo cocido,40,g,40,40,41,8.1,0.7,0,0,0.9,0,0,0.4,0,41.4,16.1,0,111.5,40,0,0,0,0,0,0,AOAMBG
Camarón de surimi,40,g,40,40,40,5,0.6,3.7,0,8,0,0,0.2,0,7.6,9.2,0,282,14.4,0,0,0,0,0,0,AOAMBG
Surimi imitación camarón,40,g,40,40,40,4.9,0.6,3.7,0,8,0,0,0.2,0,7.5,9.2,0,282,14.6,0,0,0,0,0,0,AOAMBG
Filete de bandera crudo,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Filete de pescado,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Pescado fileteado,40,g,40,40,36,7.5,0.5,0,0,4,0,0,0.1,0,7.1,13.1,0,32.4,19.2,0,0,0,0,0,0,AOAMBG
Filete de pescado blanco del nilo,40,g,40,40,36,7.2,0.6,0.4,0,20,0,0,0.1,0,4.8,5.6,0,10,6,0,0,0,0,0,0,AOAMBG
Robalo fileteado,40,g,40,40,35,7.6,0.3,0,0,6.8,0,0,0.4,0,13.2,12.1,0,27.3,22.8,0,0,0,0,0,0,AOAMBG
Filete de robalo,40,g,40,40,35,7.6,0.3,0,0,6.6,0,0,0.4,0,13.2,5.6,0,27.3,22.6,0,0,0,0,0,0,AOAMBG
Pulpa de ternera,40,g,40,38,59,7.5,3,0,0,0,0,0,1.1,0,4.2,5.9,0,34.2,34.2,0,0,0,0,0,0,AOABG
Ternera en canal,40,g,40,38,59,7.5,3,0,0,0,0,0,1.1,0,4.2,5.9,0,34.2,34.2,0,0,0,0,0,0,AOABG
Filete de venado,40,g,40,36,45,7.6,1.4,0,0,0,0,0,1.6,0,3.6,3.2,0,32.4,40.3,0,0,0,0,0,0,AOAMBG
Lomo de venado,40,g,40,36,42,7.3,1.2,0,0,0,0,0,0.3,0,6.1,3.2,0,32.8,28.8,0,0,0,0,0,0,AOAMBG
Carnde de ganzo de crianza,40,g,40,32,52,7.4,2.3,0,0,3.9,0,0,0.8,0,4.2,5.4,0,28.2,27.2,0,0,0,0,0,0,AOABG
Ganso de crianza,40,g,40,32,52,7.4,2.3,0,0,3.9,0,0,0.8,0,4.2,5.4,0,28.2,27.2,0,0,0,0,0,0,AOABG
Conejo,40,g,40,32,51,6.5,2.6,0,0,0,0,0,0.8,0,5.8,7.6,0,13.8,20.8,0,0,0,0,0,0,AOABG
Conejo de crianza,40,g,40,32,51,6.5,2.6,0,0,0,0,0,0.8,0,5.8,7.6,0,13.8,20.8,0,0,0,0,0,0,AOABG
gallina joven cocida,40,g,40,27,59,7.6,3,0,0,5.4,0,0,0.5,0,7.1,4.9,0,17.4,21.2,0,0,0,0,0,0,AOABG
Gallina,40,g,40,27,59,7.6,3,0,0,5.4,0,0,0.5,0,7.1,3.4,0,17.4,21.2,0,0,0,0,0,0,AOABG
Pollo crudo sin piel en piezas,40,g,40,26,49,4.7,3.2,0,0,9.4,0,0,0.3,0,2.6,6.1,0,20.5,21.6,0,0,0,0,0,0,AOAMBG
Pollo crudo sin piel,40,g,40,26,48,4.6,3.1,0,0,10.5,0,0,0.2,0,2.8,6,0,17.9,21.2,0,0,0,0,0,0,AOAMBG
Corazón de res crudo,38,g,38,38,43,6.7,1.5,0.1,0,0,0,0,1.6,0,2.7,8.3,0,37.2,47.1,0,0,0,0,0,0,AOAMBG
Perca fileteada,38,g,38,38,34,7.4,0.4,0,0,3.6,0,0,0.3,0,30.4,4.8,0,23.7,34.2,0,0,0,0,0,0,AOAMBG
Pez espada crudo fileteado,38,g,38,36,44,7.1,1.4,0,0,13.2,0,0,0.3,0,1.3,17.4,0,32.5,14,0,0,0,0,0,0,AOAMBG
Sierra fileteada,35,g,35,35,73,6.8,4.9,0,0,47.3,0,0,0.4,0,1.8,4.9,0,0,28,0,0,0,0,0,0,AOAMG
Sierra picada,35,g,35,35,73,6.8,4.9,0,0,47.3,0,0,0.4,0,1.8,4.9,0,0,28,0,0,0,0,0,0,AOAMG
Chorizo de pollo,35,g,35,35,72,5,5.7,0.1,0,0,0,0,0,0,0,0,0,302.4,5.3,0,0,0,0,0,0,Aceites y grasas con proteína
Salmón en aceite,35,g,35,35,71,7.6,4.9,0,0,6.3,0,0,0.3,0,27.7,16.1,0,165.6,28,0,0,0,0,0,0,AOAMG
Calamar frito,35,g,35,35,61,6.3,2.6,2.7,0,3.7,0,0,0.4,0,13.6,15.7,0,107.1,91,0,0,0,0,0,0,AOABG
Pámpano fileteado,35,g,35,35,60,6.7,3.3,0,0,0,0,0,0,0,6,12.8,0,16.5,17.5,0,0,0,0,0,0,AOABG
Trucha fileteada,35,g,35,35,59,6.4,3.5,0,0,0,0,0,0.4,0,4.2,4.4,0,24.5,16.8,0,0,0,0,0,0,AOABG
Ostión cocido,35,g,35,35,57,6.6,1.6,3.5,0,51.1,0,0,3.2,0,5.8,53.9,0,74.1,35,0,0,0,0,0,0,AOABG
Bistec de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Carne de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Cuete de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Maciza de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Milanesa de ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Ternera,35,g,35,35,55,6.9,2.8,0,0,0,0,0,1.1,0,3.9,5.5,0,31.5,31.5,0,0,0,0,0,0,AOABG
Arenque fresco crudo,35,g,35,35,55,6.3,3.2,0,0,9.8,0,0,0.4,0,20,12.8,0,31.5,21,0,0,0,0,0,0,AOABG
Pancita de puerco,35,g,35,35,55,5.8,3.4,0,0,0,0,0,0.8,0,3.5,9,0,18.2,67.6,0,0,0,0,0,0,AOABG
Pescado blanco fileteado,35,g,35,35,47,6.7,2.1,0,0,12.6,0,0,0.1,0,9.1,4.4,0,17.9,21,0,0,0,0,0,0,AOABG
Trucha fresca,35,g,35,35,42,7.2,1.2,0,0,6.6,0,0,0.2,0,23.5,4.4,0,10.7,20.6,0,0,0,0,0,0,AOAMBG
Bola de ternera,35,g,35,35,41,7.3,1.1,0,0,0,0,0,0.3,0,1.8,3.2,0,22.1,27.3,0,0,0,0,0,0,AOAMBG
Salmón ahumado,35,g,35,35,41,6.4,1.5,0,0,9.1,0,0,0.3,0,3.7,11.3,0,274.4,8.1,0,0,0,0,0,0,AOAMBG
Corazón de puerco crudo,35,g,35,35,41,6,1.5,0.5,0,2.8,0,0,1.6,0,1.8,3.6,0,19.6,45.9,0,0,0,0,0,0,AOAMBG
 Bacalao enlatado ,35,g,35,35,37,8,0.3,0,0,4.9,0,0,0.2,0,7.4,3,0,76.3,19.3,0,0,0,0,0,0,AOAMBG
"Filete de guachinango, pargo",35,g,35,35,35,7.2,0.5,0,0,10.5,0,0,0.1,0,11.1,13.4,0,22.2,13,0,0,0,0,0,0,AOAMBG
Guachinango crudo fileteado,35,g,35,35,35,7.2,0.5,0,0,10.5,0,0,0.1,0,11.1,13.4,0,22.2,13,0,0,0,0,0,0,AOAMBG
Langosta cocida,35,g,35,35,34,7.2,0.2,0.5,0,9.1,0,0,0.1,0,21.4,14.9,0,133,25.1,0,0,0,0,0,0,AOAMBG
Agujas de res,35,g,35,33,51,6.8,2.6,0,0,77.5,0,0,0.6,0,3,6.6,0,20.9,20.6,0,0,0,0,0,0,AOABG
Chambarete,35,g,35,33,42,6.8,1.6,0,0,46.2,0,0,0.6,0,3,6.6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Chambarete de res,35,g,35,33,42,6.8,1.6,0,0,46.2,0,0,0.6,0,3,6.6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Falda,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Falda abierta,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Falda de res,35,g,35,33,35,7.4,0.6,0,0,46.2,0,0,0.6,0,3,6,0,20,15.6,0,0,0,0,0,0,AOAMBG
Pechuga de pollo con piel,35,g,35,30,55,6,3.3,0,0,11.6,0,0,0.2,0,3.3,4.9,0,19.3,19.9,0,0,0,0,0,0,AOABG
Cazón fileteado,33,g,33,33,43,6.9,1.5,0,0,23.1,0,0,0.3,0,11.3,12,0,26,16.7,0,0,0,0,0,0,AOAMBG
Empuje,33,g,33,33,37,7.4,0.6,0,0,45.9,0,0,0.6,0,3,6.2,0,19.8,15.5,0,0,0,0,0,0,AOAMBG
Empuje de res,33,g,33,33,37,7.4,0.6,0,0,45.9,0,0,0.6,0,3,6.2,0,19.8,15.5,0,0,0,0,0,0,AOAMBG
Pescado blanco ahumado,32,g,32,32,35,7.5,0.3,0,0,18.2,0,0,0.2,0,5.6,4.3,0,326.1,10.5,0,0,0,0,0,0,AOAMBG
Carne molida extra magra salteada,30,g,30,30,77,7.5,4.9,0,0,0,0,0,0.7,0,2.1,3.8,0,21,24.3,0,0,0,0,0,0,AOAMG
Queso Mozzarella semidescremado,30,g,30,30,76,7.3,4.8,0.8,0,37.2,0,0,0.1,0,234.6,4.3,0,185.7,19.2,0,0,0,0,0,0,AOAMG
Carne deshebrada,30,g,30,30,75,7.4,4.8,0,0,0,0,0,0.7,0,2.1,5.9,0,14.7,24.6,0,0,0,0,0,0,AOAMG
Carne molida extra magra cocida,30,g,30,30,75,7.4,4.8,0,0,0,0,0,0.7,0,2.1,3.8,0,14.7,24.6,0,0,0,0,0,0,AOAMG
Chilorio,30,g,30,30,64,5,4.7,0.7,0,0,0,0,0,0,0,0,0,203.1,17.1,0.7,0,0,0,0,0,Aceites y grasas con proteína
Chilorio de pavo,30,g,30,30,64,5,4.7,0.7,0,0,0,0,0,0,0,0,0,203.1,17.1,0.7,0,0,0,0,0,Aceites y grasas con proteína
Arrachera de res cocida,30,g,30,30,56,8.4,2.2,0,0,0,0,0,0.5,0,5.4,9.6,0,17.1,14.7,0,0,0,0,0,0,AOABG
Atún blanco en aceite,30,g,30,30,56,8,2.4,0,0,1.2,0,0,0.1,0,0.8,18,0,91.2,7,0,0,0,0,0,0,AOABG
Corazón de borrego cocido,30,g,30,30,55,7.4,2.4,0.6,0,0,0,0,0,0,0,14.1,0,18.7,74.2,0,0,0,0,0,0,AOABG
Corazón de cordero cocido,30,g,30,30,55,7.4,2.4,0.6,0,0,0,0,0,0,0,14.1,0,18.7,74.2,0,0,0,0,0,0,AOABG
Salmón cocido,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,17.2,0,17.6,17.6,0,0,0,0,0,0,AOABG
Salmón freco,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,13.8,0,17.6,17.6,0,0,0,0,0,0,AOABG
Filete de salmón,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,13.4,0,17.6,17.6,0,0,0,0,0,0,AOABG
Salmón,30,g,30,30,55,6,3.2,0,0,4.6,0,0,0.1,0,3.5,11,0,17.6,17.6,0,0,0,0,0,0,AOABG
Carne de res,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.9,0,19.5,19.5,0,0,0,0,0,0,AOABG
Molida de res,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Molida especial,30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Molida regular de res (10% grasa),30,g,30,30,54,6.2,3,0,0,1.8,0,0,0.9,0,3.6,5.7,0,19.5,19.5,0,0,0,0,0,0,AOABG
Pasta de camarón,30,g,30,30,54,6.2,2.8,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,AOABG
Queso cheddar bajo en grasa,30,g,30,30,53,7.4,2.1,0.5,0,19.3,0,0,0.1,0,126.4,4.4,0,186.4,6.4,0,0,0,0,0,0,AOABG
Pescado blanco cocido,30,g,30,30,52,7.3,2.3,0,0,11.6,0,0,0.1,0,9.9,4.2,0,19.4,22.9,0,0,0,0,0,0,AOABG
Trucha ahumada,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.5,0,12.7,20.5,0,0,0,0,0,0,AOABG
Trucha cocida,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.5,0,12.7,20.5,0,0,0,0,0,0,AOABG
Sierra ahumada,30,g,30,30,51,7.3,2.2,0,0,25.8,0,0,0.1,0,25.8,4.2,0,12.7,20.5,0,0,0,0,0,0,AOABG
Higado de cerdo cocido,30,g,30,30,50,7.8,1.3,1.1,0,1621.5,0,0,5.4,0,3,20.3,0,14.7,106.5,0,0,0,0,0,0,AOABG
Higado de pollo cocido,30,g,30,30,50,7.3,2,0.3,0,1194.3,0,0,3.5,0,3.3,24.7,0,22.8,168.9,0,0,0,0,0,0,AOABG
Bonito fileteado,30,g,30,30,50,7.2,2.2,0,0,0,0,0,0.2,0,7.8,4.2,0,12,0,0,0,0,0,0,0,AOABG
Carpa cocida,30,g,30,30,49,6.8,2.2,0,0,2.8,0,0,0.5,0,15.5,5.4,0,19.1,25.1,0,0,0,0,0,0,AOABG
Carpa horneada,30,g,30,30,49,6.8,2.2,0,0,2.8,0,0,0.5,0,15.5,5.4,0,19.1,25.1,0,0,0,0,0,0,AOABG
Pechuga de pollo sin piel aplanada,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel a la plancha,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel asada,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel cocida,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Pollo sin piel cocido,30,g,30,30,48,8.7,1.2,0,0,2.4,0,0,0.3,0,3.9,6.7,0,19.5,23.1,0,0,0,0,0,0,AOAMBG
Higado de res cocido,30,g,30,30,48,7.3,1.5,1,0,3180.6,0,0,2,0,2.1,17.1,0,21,116.7,0,0,0,0,0,0,AOABG
Corned beef con áspic,30,g,30,30,46,6.9,1.8,0,0,0,0,0,0.6,0,3.2,5.2,0,286.1,13.9,0,0,0,0,0,0,AOABG
Atún fresco,30,g,30,30,43,7,1.5,0,0,196.6,0,0,0.3,0,2.5,11,0,11.6,11.3,0,0,0,0,0,0,AOAMBG
Aguayón,30,g,30,30,42,6.3,1.9,0,0,1.8,0,0,0.7,0,1.8,5.9,0,18.9,18.6,0,0,0,0,0,0,AOAMBG
Aguayón de res,30,g,30,30,42,6.3,1.9,0,0,1.8,0,0,0.7,0,1.8,5.9,0,18.9,18.6,0,0,0,0,0,0,AOAMBG
Filete de cazón crudo,30,g,30,30,39,6.3,1.3,0,0,21.2,0,0,0.3,0,10.2,4.2,0,23.6,15.2,0,0,0,0,0,0,AOAMBG
Anchoa fresca,30,g,30,30,39,6.1,1.4,0,0,4.6,0,0,1,0,44.1,11,0,31.1,18,0,0,0,0,0,0,AOAMBG
Bistec,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Bistec de res,31,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Filete de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Medallón de filete de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Milanesa de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Puntas de filete,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Puntas de res,30,g,30,30,36,7.2,0.8,0,0,41.7,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Mero cocido,30,g,30,30,35,7.5,0.4,0,0,15,0,0,0.3,0,6.3,14,0,15.9,14.1,0,0,0,0,0,0,AOAMBG
Perca cocida,30,g,30,30,35,7.4,0.4,0,0,3,0,0,0.3,0,30.7,4.8,0,23.6,34.6,0,0,0,0,0,0,AOAMBG
Robalo cocido,30,g,30,30,34,7.3,0.3,0,0,5.6,0,0,0.4,0,12.7,12.2,0,26.1,22.2,0,0,0,0,0,0,AOAMBG
Escalopa de res,30,g,30,30,34,7.2,0.3,0,0,83.4,0,0,0.5,0,2.7,5.7,0,18,14.1,0,0,0,0,0,0,AOAMBG
Carne molida de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Milanesa de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Pechuga sin piel deshebrada,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Pechuga sin piel desmenuzada,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Pechuga sin piel molida,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,5.3,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Molida de pollo,30,g,30,30,34,7,0.5,0,0,2.4,0,0,0.2,0,3.6,3.6,0,20.4,17.4,0,0,0,0,0,0,AOAMBG
Carne molida de pavo,30,g,30,30,33,6.7,0.4,0,0,0,0,0,0.1,0,1.4,9.9,0,430,12.9,0,0,0,0,0,0,AOAMBG
Carne promedio,30,g,30,29,51,5.9,2.9,0,0,1.7,0,0,0.9,0,3.4,5.7,0,18.5,18.5,0,0,0,0,0,0,AOABG
Venado crudo (carne magra),30,g,30,27,42,5.9,1.9,0,0,0,0,0,0.8,0,3,2.7,0,20.3,21.6,0,0,0,0,0,0,AOAMBG
Pechuga de pollo sin piel,30,g,30,27,31,6.3,0.4,0,0,2.2,0,0,0.2,0,3.2,4.8,0,18.4,15.7,0,0,0,0,0,0,AOAMBG
Pierna de cordero,30,g,30,26,49,7.2,2,0,0,0,0,0,0.5,0,2,2.7,0,17.3,22.7,0,0,0,0,0,0,AOABG
Gallinita de Guinea con piel,30,g,30,25,39,5.8,1.6,0,0,7,0,0,0.2,0,2.7,4.1,0,16.7,18.4,0,0,0,0,0,0,AOAMBG
T-bone sin grasa,30,g,30,24,49,6.4,2.4,0,0,0,0,0,0.8,0,1.4,5.3,0,17,14.2,0,0,0,0,0,0,AOABG
Carne de suadero,29,g,29,29,76,7.8,4.8,0,0,0,0,0,1,0,1.7,0,0,20.3,20.9,0,0,0,0,0,0,AOAMG
Suadero crudo,29,g,29,29,76,7.8,4.8,0,0,0,0,0,1,0,1.7,0,0,20.3,20.9,0,0,0,0,0,0,AOAMG
Pez espada cocido,28,g,28,28,43,7.1,1.4,0,0,11.5,0,0,0.3,0,1.6,17.3,0,32.3,14,0,0,0,0,0,0,AOAMBG
